EnhID,Enh.chr,Enh.start,Enh.end,Int.start,Int_end,gene symbol,Interaction,Pvalue,
8271,1,41350000,41355000,41265000,41270000,RN7SL326P,1,0.021378,
8275,1,41370000,41375000,41470000,41475000,SCMH1,1,0.038454,
8292,1,41455000,41460000,41355000,41360000,CATG00000056075.1,1,0.039841,
8300,1,41495000,41500000,41405000,41410000,UBE2V1P8,1,0.029823,
8339,1,41690000,41695000,41765000,41770000,CATG00000056151.1,1,0.016261,
8348,1,41735000,41740000,41895000,41900000,CATG00000116828.1,26,16.024751,
8377,1,41880000,41885000,41970000,41975000,HIVEP3,1,0.023908,
8408,1,42035000,42040000,41930000,41935000,RNA5SP45,1,0.037905,
8409,1,42040000,42045000,41950000,41955000,RP11-486B10.4,1,0.022507,
8411,1,42050000,42055000,41970000,41975000,HIVEP3,1,0.017135,
8482,1,42405000,42410000,42505000,42510000,HNRNPFP1,1,0.03952,
8489,1,42440000,42445000,42540000,42545000,FOXJ3,1,0.03861,
8511,1,42550000,42555000,42645000,42650000,CATG00000056244.1,1,0.033328,
8558,1,42785000,42790000,42875000,42880000,RP11-157D18.2,1,0.032494,
8558,1,42785000,42790000,42875000,42880000,ZMYND12,1,0.032494,
8565,1,42820000,42825000,42615000,42620000,GUCA2B,19,12.425416,
8609,1,43040000,43045000,43210000,43215000,LEPRE1,29,19.954232,
8658,1,43285000,43290000,43195000,43200000,CLDN19,1,0.03057,
8675,1,43370000,43375000,43530000,43535000,CATG00000056513.1,22,12.666314,
8675,1,43370000,43375000,43535000,43540000,,22,12.856142,
8676,1,43375000,43380000,43530000,43535000,CATG00000056513.1,22,12.520636,
8677,1,43380000,43385000,43310000,43315000,ZNF691,1,0.011899,
8707,1,43530000,43535000,43370000,43375000,ATP6V1E1P1,22,12.666314,
8707,1,43530000,43535000,43370000,43375000,SLC2A1,22,12.666314,
8707,1,43530000,43535000,43375000,43380000,,22,12.520636,
8708,1,43535000,43540000,43370000,43375000,ATP6V1E1P1,22,12.856142,
8708,1,43535000,43540000,43370000,43375000,SLC2A1,22,12.856142,
8709,1,43540000,43545000,43385000,43390000,CATG00000117297.1,21,12.078156,
8710,1,43545000,43550000,43625000,43630000,CATG00000117311.1,1,0.023749,
8710,1,43545000,43550000,43625000,43630000,EBNA1BP2,1,0.023749,
8732,1,43655000,43660000,43730000,43735000,TMEM125,1,0.018535,
8764,1,43815000,43820000,43920000,43925000,HYI-AS1,1,0.037402,
8785,1,43920000,43925000,43815000,43820000,CATG00000056683.1,1,0.037402,
8785,1,43920000,43925000,43815000,43820000,RP1-92O14.3,1,0.037402,
8804,1,44015000,44020000,43910000,43915000,HYI,1,0.037132,
8804,1,44015000,44020000,43910000,43915000,SZT2-AS1,1,0.037132,
8820,1,44095000,44100000,44160000,44165000,KDM4A-AS1,1,0.010042,
8845,1,44220000,44225000,44400000,44405000,RP11-7O11.3,24,15.835399,
8846,1,44225000,44230000,44395000,44400000,ARTN,24,15.004699,
8846,1,44225000,44230000,44400000,44405000,RP11-7O11.3,26,17.06562,
8847,1,44230000,44235000,44395000,44400000,ARTN,23,13.855105,
8847,1,44230000,44235000,44410000,44415000,IPO13,23,14.453529,
8871,1,44350000,44355000,44455000,44460000,CCDC24,1,0.038801,
8872,1,44355000,44360000,44450000,44455000,SLC6A9,1,0.031108,
8901,1,44500000,44505000,44585000,44590000,KLF17,1,0.0214,
8901,1,44500000,44505000,44585000,44590000,RP11-570P14.1,1,0.0214,
8919,1,44590000,44595000,44680000,44685000,DMAP1,1,0.026989,
8919,1,44590000,44595000,44680000,44685000,ERI3,1,0.026989,
8926,1,44625000,44630000,44550000,44555000,RP5-1198O20.5,1,0.018778,
8929,1,44640000,44645000,44555000,44560000,RP5-1198O20.5,1,0.028678,
8930,1,44645000,44650000,44555000,44560000,RP5-1198O20.5,1,0.034814,
8932,1,44655000,44660000,44565000,44570000,KRT8P47,1,0.036641,
8953,1,44760000,44765000,44670000,44675000,CATG00000057088.1,1,0.028185,
8969,1,44840000,44845000,45035000,45040000,CATG00000057129.1,20,12.261467,
9022,1,45105000,45110000,45195000,45200000,RNU5D-1,1,0.026023,
9027,1,45130000,45135000,45220000,45225000,RP11-269F19.2,1,0.02922,
9031,1,45150000,45155000,45250000,45255000,CATG00000117842.1,1,0.034611,
9036,1,45175000,45180000,45090000,45095000,CATG00000057135.1,1,0.023786,
9037,1,45180000,45185000,45260000,45265000,BTBD19,1,0.03096,
9037,1,45180000,45185000,45260000,45265000,PLK3,1,0.03096,
9045,1,45220000,45225000,45130000,45135000,CATG00000057141.1,1,0.02922,
9049,1,45240000,45245000,45345000,45350000,CATG00000117871.1,1,0.037886,
9070,1,45345000,45350000,45240000,45245000,BEST4,1,0.037886,
9070,1,45345000,45350000,45240000,45245000,RPS15AP11,1,0.037886,
9070,1,45345000,45350000,45240000,45245000,RPS8,1,0.037886,
9070,1,45345000,45350000,45240000,45245000,SNORD38A,1,0.037886,
9070,1,45345000,45350000,45240000,45245000,SNORD38B,1,0.037886,
9070,1,45345000,45350000,45240000,45245000,SNORD46,1,0.037886,
9070,1,45345000,45350000,45240000,45245000,SNORD55,1,0.037886,
9090,1,45445000,45450000,45530000,45535000,OSTCP5,1,0.028326,
9093,1,45460000,45465000,45530000,45535000,OSTCP5,1,0.016024,
9096,1,45475000,45480000,45760000,45765000,,21,16.789483,
9096,1,45475000,45480000,45765000,45770000,CATG00000117948.1,25,21.333405,
9096,1,45475000,45480000,45805000,45810000,TESK2,16,12.158141,
9096,1,45475000,45480000,45805000,45810000,TOE1,16,12.158141,
9097,1,45480000,45485000,45755000,45760000,,21,16.858817,
9097,1,45480000,45485000,45760000,45765000,,27,23.1972,
9097,1,45480000,45485000,45765000,45770000,CATG00000117948.1,30,26.76426,
9100,1,45495000,45500000,45765000,45770000,CATG00000117948.1,17,12.623285,
9107,1,45530000,45535000,45445000,45450000,,1,0.028326,
9107,1,45530000,45535000,45460000,45465000,HECTD3,1,0.016024,
9143,1,45710000,45715000,45805000,45810000,TESK2,1,0.033525,
9143,1,45710000,45715000,45805000,45810000,TOE1,1,0.033525,
9148,1,45735000,45740000,45825000,45830000,snoU13,1,0.029605,
9149,1,45740000,45745000,45825000,45830000,snoU13,1,0.024293,
9152,1,45755000,45760000,45480000,45485000,ZSWIM5,21,16.858817,
9153,1,45760000,45765000,45475000,45480000,UROD,21,16.789483,
9153,1,45760000,45765000,45480000,45485000,ZSWIM5,27,23.1972,
9154,1,45765000,45770000,45475000,45480000,UROD,25,21.333405,
9154,1,45765000,45770000,45480000,45485000,ZSWIM5,30,26.76426,
9154,1,45765000,45770000,45495000,45500000,AL359473.1,17,12.623285,
9154,1,45765000,45770000,45830000,45835000,,1,0.011164,
9158,1,45785000,45790000,45875000,45880000,RP11-291L19.1,1,0.029016,
9160,1,45795000,45800000,45695000,45700000,AL592294.1,1,0.039643,
9162,1,45805000,45810000,45475000,45480000,UROD,16,12.158141,
9162,1,45805000,45810000,45710000,45715000,CATG00000117941.1,1,0.033525,
9163,1,45810000,45815000,45950000,45955000,,23,12.766668,
9163,1,45810000,45815000,45960000,45965000,CCDC163P,23,13.456887,
9163,1,45810000,45815000,45960000,45965000,MMACHC,23,13.456887,
9165,1,45820000,45825000,45955000,45960000,CCDC163P,25,14.184302,
9165,1,45820000,45825000,45960000,45965000,CCDC163P,23,13.545085,
9165,1,45820000,45825000,45960000,45965000,MMACHC,23,13.545085,
9166,1,45825000,45830000,45925000,45930000,,30,14.275168,
9166,1,45825000,45830000,45955000,45960000,CCDC163P,34,20.519462,
9166,1,45825000,45830000,45960000,45965000,CCDC163P,30,18.510642,
9166,1,45825000,45830000,45960000,45965000,MMACHC,30,18.510642,
9166,1,45825000,45830000,45735000,45740000,,1,0.029605,
9166,1,45825000,45830000,45740000,45745000,,1,0.024293,
9167,1,45830000,45835000,45765000,45770000,CATG00000117948.1,1,0.011164,
9173,1,45860000,45865000,45770000,45775000,CATG00000117948.1,1,0.033966,
9176,1,45875000,45880000,45785000,45790000,MUTYH,1,0.029016,
9186,1,45925000,45930000,45825000,45830000,snoU13,30,14.275168,
9191,1,45950000,45955000,45810000,45815000,TESK2,23,12.766668,
9191,1,45950000,45955000,46040000,46045000,CATG00000057476.1,1,0.034115,
9192,1,45955000,45960000,45820000,45825000,snoU13,25,14.184302,
9192,1,45955000,45960000,45825000,45830000,snoU13,34,20.519462,
9193,1,45960000,45965000,45810000,45815000,TESK2,23,13.456887,
9193,1,45960000,45965000,45820000,45825000,snoU13,23,13.545085,
9193,1,45960000,45965000,45825000,45830000,snoU13,30,18.510642,
9193,1,45960000,45965000,46055000,46060000,,1,0.039931,
9201,1,46000000,46005000,46090000,46095000,GPBP1L1,1,0.031291,
9212,1,46055000,46060000,45960000,45965000,CCDC163P,1,0.039931,
9212,1,46055000,46060000,45960000,45965000,MMACHC,1,0.039931,
9241,1,46200000,46205000,46110000,46115000,RPS15AP10,1,0.037365,
9272,1,46355000,46360000,46150000,46155000,TMEM69,19,12.471237,
9297,1,46480000,46485000,46565000,46570000,RP4-533D7.3,1,0.033072,
9297,1,46480000,46485000,46570000,46575000,RP4-533D7.3,1,0.036572,
9298,1,46485000,46490000,46635000,46640000,RP11-322N21.2,23,12.675571,
9298,1,46485000,46490000,46635000,46640000,TSPAN1,23,12.675571,
9299,1,46490000,46495000,46640000,46645000,TSPAN1,26,15.246258,
9300,1,46495000,46500000,46625000,46630000,,25,13.428984,
9300,1,46495000,46500000,46645000,46650000,,25,14.669812,
9300,1,46495000,46500000,46655000,46660000,CATG00000118203.1,22,13.076975,
9300,1,46495000,46500000,46655000,46660000,POMGNT1,22,13.076975,
9301,1,46500000,46505000,46635000,46640000,RP11-322N21.2,26,14.062108,
9301,1,46500000,46505000,46635000,46640000,TSPAN1,26,14.062108,
9301,1,46500000,46505000,46640000,46645000,TSPAN1,43,29.247625,
9301,1,46500000,46505000,46645000,46650000,,50,36.209931,
9301,1,46500000,46505000,46650000,46655000,CATG00000118203.1,30,18.768433,
9301,1,46500000,46505000,46650000,46655000,POMGNT1,30,18.768433,
9302,1,46505000,46510000,46635000,46640000,RP11-322N21.2,33,19.200401,
9302,1,46505000,46510000,46635000,46640000,TSPAN1,33,19.200401,
9302,1,46505000,46510000,46650000,46655000,CATG00000118203.1,26,14.921639,
9302,1,46505000,46510000,46650000,46655000,POMGNT1,26,14.921639,
9302,1,46505000,46510000,46660000,46665000,LURAP1,24,13.906255,
9304,1,46515000,46520000,46635000,46640000,RP11-322N21.2,29,15.614319,
9304,1,46515000,46520000,46635000,46640000,TSPAN1,29,15.614319,
9326,1,46625000,46630000,46495000,46500000,PIK3R3,25,13.428984,
9326,1,46625000,46630000,46510000,46515000,RP4-533D7.4,25,12.317108,
9328,1,46635000,46640000,46485000,46490000,,23,12.675571,
9328,1,46635000,46640000,46500000,46505000,PIK3R3,26,14.062108,
9328,1,46635000,46640000,46505000,46510000,,33,19.200401,
9328,1,46635000,46640000,46515000,46520000,,29,15.614319,
9329,1,46640000,46645000,46490000,46495000,,26,15.246258,
9329,1,46640000,46645000,46500000,46505000,PIK3R3,43,29.247625,
9330,1,46645000,46650000,46495000,46500000,PIK3R3,25,14.669812,
9330,1,46645000,46650000,46500000,46505000,PIK3R3,50,36.209931,
9331,1,46650000,46655000,46500000,46505000,PIK3R3,30,18.768433,
9331,1,46650000,46655000,46505000,46510000,,26,14.921639,
9332,1,46655000,46660000,46495000,46500000,PIK3R3,22,13.076975,
9358,1,46785000,46790000,46705000,46710000,RAD54L,1,0.033166,
9383,1,46910000,46915000,46990000,46995000,,35,13.803909,
9383,1,46910000,46915000,46995000,47000000,KNCN,39,17.386057,
9384,1,46915000,46920000,46995000,47000000,KNCN,33,12.847482,
9388,1,46935000,46940000,46845000,46850000,CATG00000057730.1,1,0.026666,
9399,1,46990000,46995000,46910000,46915000,RP5-1109J22.2,35,13.803909,
9400,1,46995000,47000000,46910000,46915000,RP5-1109J22.2,39,17.386057,
9400,1,46995000,47000000,46915000,46920000,RP5-1109J22.2,33,12.847482,
9407,1,47030000,47035000,47135000,47140000,EFCAB14-AS1,1,0.037846,
9422,1,47105000,47110000,47000000,47005000,MKNK1-AS1,1,0.040106,
9425,1,47120000,47125000,47220000,47225000,CYP4B1,1,0.04082,
9444,1,47215000,47220000,47130000,47135000,RP11-8J9.1,1,0.02202,
9444,1,47215000,47220000,47130000,47135000,TEX38,1,0.02202,
9471,1,47350000,47355000,47540000,47545000,RP11-184J23.2,16,12.306507,
9472,1,47355000,47360000,47540000,47545000,RP11-184J23.2,27,26.323383,
9473,1,47360000,47365000,47530000,47535000,CYP4Z1,24,18.662179,
9482,1,47405000,47410000,47600000,47605000,CYP4A22,29,22.020251,
9509,1,47540000,47545000,47350000,47355000,,16,12.306507,
9509,1,47540000,47545000,47355000,47360000,RP11-346M5.1,27,26.323383,
9509,1,47540000,47545000,47600000,47605000,CYP4A22,1,0.013264,
9509,1,47540000,47545000,47610000,47615000,,1,0.02338,
9512,1,47555000,47560000,47645000,47650000,CATG00000000085.1,1,0.04029,
9512,1,47555000,47560000,47645000,47650000,LINC00853,1,0.04029,
9512,1,47555000,47560000,47645000,47650000,PDZK1IP1,1,0.04029,
9521,1,47600000,47605000,47405000,47410000,,29,22.020251,
9521,1,47600000,47605000,47540000,47545000,RP11-184J23.2,1,0.013264,
9523,1,47610000,47615000,47540000,47545000,RP11-184J23.2,1,0.02338,
9526,1,47625000,47630000,47715000,47720000,STIL,1,0.031564,
9542,1,47705000,47710000,47795000,47800000,CMPK1,1,0.02793,
9575,1,47870000,47875000,47960000,47965000,RPL21P24,1,0.028039,
9577,1,47880000,47885000,48175000,48180000,,26,22.808132,
9577,1,47880000,47885000,47965000,47970000,AL356458.1,1,0.026644,
9577,1,47880000,47885000,47965000,47970000,CATG00000057951.1,1,0.026644,
9577,1,47880000,47885000,47965000,47970000,RPL21P24,1,0.026644,
9586,1,47925000,47930000,47845000,47850000,CATG00000057917.1,1,0.019589,
9593,1,47960000,47965000,47870000,47875000,RP11-511I2.2,1,0.028039,
9594,1,47965000,47970000,47880000,47885000,FOXE3,1,0.026644,
9635,1,48170000,48175000,47900000,47905000,FOXD2,21,16.62303,
9635,1,48170000,48175000,47900000,47905000,RP11-543D5.1,21,16.62303,
9635,1,48170000,48175000,48000000,48005000,CATG00000000254.1,21,12.330537,
9636,1,48175000,48180000,47880000,47885000,FOXE3,26,22.808132,
9636,1,48175000,48180000,47995000,48000000,CATG00000000254.1,22,13.647088,
9638,1,48185000,48190000,47900000,47905000,FOXD2,19,14.901067,
9638,1,48185000,48190000,47900000,47905000,RP11-543D5.1,19,14.901067,
9639,1,48190000,48195000,47900000,47905000,FOXD2,21,17.006046,
9639,1,48190000,48195000,47900000,47905000,RP11-543D5.1,21,17.006046,
9666,1,48325000,48330000,48230000,48235000,RP11-543D5.2,1,0.032942,
9684,1,48415000,48420000,48510000,48515000,CATG00000058074.1,1,0.031841,
9721,1,48600000,48605000,48515000,48520000,RP4-683M8.2,1,0.025653,
9721,1,48600000,48605000,48520000,48525000,RP4-683M8.2,1,0.021167,
9722,1,48605000,48610000,48515000,48520000,RP4-683M8.2,1,0.030157,
9724,1,48615000,48620000,48545000,48550000,RP11-193P11.3,1,0.027563,
9725,1,48620000,48625000,48690000,48695000,RP5-1024N4.4,1,0.022744,
9735,1,48670000,48675000,121485000,121490000,CATG00000015649.1,20,12.338812,
9735,1,48670000,48675000,121485000,121490000,CATG00000073777.1,20,12.338812,
9735,1,48670000,48675000,48765000,48770000,,1,0.03758,
9754,1,48765000,48770000,48670000,48675000,RP5-1024N4.2,1,0.03758,
9755,1,48770000,48775000,48695000,48700000,RP5-1024N4.4,1,0.020921,
9765,1,48820000,48825000,48900000,48905000,RP11-329A14.1,1,0.027849,
9780,1,48895000,48900000,48985000,48990000,AGBL4,1,0.034025,
9799,1,48990000,48995000,48900000,48905000,RP11-329A14.1,1,0.030338,
9859,1,49290000,49295000,121485000,121490000,CATG00000015649.1,27,18.866249,
9859,1,49290000,49295000,121485000,121490000,CATG00000073777.1,27,18.866249,
9860,1,49295000,49300000,121485000,121490000,CATG00000015649.1,23,15.011375,
9860,1,49295000,49300000,121485000,121490000,CATG00000073777.1,23,15.011375,
9864,1,49315000,49320000,121485000,121490000,CATG00000015649.1,20,12.376133,
9864,1,49315000,49320000,121485000,121490000,CATG00000073777.1,20,12.376133,
9868,1,49335000,49340000,121485000,121490000,CATG00000015649.1,25,16.871723,
9868,1,49335000,49340000,121485000,121490000,CATG00000073777.1,25,16.871723,
9872,1,49355000,49360000,121485000,121490000,CATG00000015649.1,20,12.505108,
9872,1,49355000,49360000,121485000,121490000,CATG00000073777.1,20,12.505108,
9874,1,49365000,49370000,121485000,121490000,CATG00000015649.1,22,14.226659,
9874,1,49365000,49370000,121485000,121490000,CATG00000073777.1,22,14.226659,
9877,1,49380000,49385000,121485000,121490000,CATG00000015649.1,22,14.305757,
9877,1,49380000,49385000,121485000,121490000,CATG00000073777.1,22,14.305757,
9879,1,49390000,49395000,121485000,121490000,CATG00000015649.1,23,15.368647,
9879,1,49390000,49395000,121485000,121490000,CATG00000073777.1,23,15.368647,
9880,1,49395000,49400000,121485000,121490000,CATG00000015649.1,20,12.3042,
9880,1,49395000,49400000,121485000,121490000,CATG00000073777.1,20,12.3042,
9881,1,49400000,49405000,121485000,121490000,CATG00000015649.1,20,12.402447,
9881,1,49400000,49405000,121485000,121490000,CATG00000073777.1,20,12.402447,
9882,1,49405000,49410000,121485000,121490000,CATG00000015649.1,24,15.836953,
9882,1,49405000,49410000,121485000,121490000,CATG00000073777.1,24,15.836953,
9893,1,49460000,49465000,121485000,121490000,CATG00000015649.1,20,12.566209,
9893,1,49460000,49465000,121485000,121490000,CATG00000073777.1,20,12.566209,
9896,1,49475000,49480000,121485000,121490000,CATG00000015649.1,22,15.334787,
9896,1,49475000,49480000,121485000,121490000,CATG00000073777.1,22,15.334787,
9899,1,49490000,49495000,121485000,121490000,CATG00000015649.1,20,12.385518,
9899,1,49490000,49495000,121485000,121490000,CATG00000073777.1,20,12.385518,
9904,1,49515000,49520000,121485000,121490000,CATG00000015649.1,22,14.28489,
9904,1,49515000,49520000,121485000,121490000,CATG00000073777.1,22,14.28489,
9908,1,49535000,49540000,121485000,121490000,CATG00000015649.1,22,14.302125,
9908,1,49535000,49540000,121485000,121490000,CATG00000073777.1,22,14.302125,
9909,1,49540000,49545000,121485000,121490000,CATG00000015649.1,20,12.618546,
9909,1,49540000,49545000,121485000,121490000,CATG00000073777.1,20,12.618546,
9911,1,49550000,49555000,121485000,121490000,CATG00000015649.1,21,13.549,
9911,1,49550000,49555000,121485000,121490000,CATG00000073777.1,21,13.549,
9913,1,49560000,49565000,121485000,121490000,CATG00000015649.1,27,19.804175,
9913,1,49560000,49565000,121485000,121490000,CATG00000073777.1,27,19.804175,
9915,1,49570000,49575000,121485000,121490000,CATG00000015649.1,28,20.019503,
9915,1,49570000,49575000,121485000,121490000,CATG00000073777.1,28,20.019503,
9918,1,49585000,49590000,121485000,121490000,CATG00000015649.1,25,17.173005,
9918,1,49585000,49590000,121485000,121490000,CATG00000073777.1,25,17.173005,
9923,1,49610000,49615000,121485000,121490000,CATG00000015649.1,21,13.568646,
9923,1,49610000,49615000,121485000,121490000,CATG00000073777.1,21,13.568646,
9924,1,49615000,49620000,121485000,121490000,CATG00000015649.1,25,17.413089,
9924,1,49615000,49620000,121485000,121490000,CATG00000073777.1,25,17.413089,
9925,1,49620000,49625000,121485000,121490000,CATG00000015649.1,23,15.452156,
9925,1,49620000,49625000,121485000,121490000,CATG00000073777.1,23,15.452156,
9926,1,49625000,49630000,121485000,121490000,CATG00000015649.1,20,12.730438,
9926,1,49625000,49630000,121485000,121490000,CATG00000073777.1,20,12.730438,
9928,1,49635000,49640000,121485000,121490000,CATG00000015649.1,21,13.868539,
9928,1,49635000,49640000,121485000,121490000,CATG00000073777.1,21,13.868539,
9933,1,49660000,49665000,121485000,121490000,CATG00000015649.1,21,13.538129,
9933,1,49660000,49665000,121485000,121490000,CATG00000073777.1,21,13.538129,
9936,1,49675000,49680000,121485000,121490000,CATG00000015649.1,21,13.552665,
9936,1,49675000,49680000,121485000,121490000,CATG00000073777.1,21,13.552665,
9940,1,49695000,49700000,121485000,121490000,CATG00000015649.1,23,15.451248,
9940,1,49695000,49700000,121485000,121490000,CATG00000073777.1,23,15.451248,
9941,1,49700000,49705000,121485000,121490000,CATG00000015649.1,25,17.521628,
9941,1,49700000,49705000,121485000,121490000,CATG00000073777.1,25,17.521628,
9944,1,49715000,49720000,121485000,121490000,CATG00000015649.1,23,15.506958,
9944,1,49715000,49720000,121485000,121490000,CATG00000073777.1,23,15.506958,
9954,1,49765000,49770000,121485000,121490000,CATG00000015649.1,23,15.552017,
9954,1,49765000,49770000,121485000,121490000,CATG00000073777.1,23,15.552017,
9956,1,49775000,49780000,121485000,121490000,CATG00000015649.1,29,21.240731,
9956,1,49775000,49780000,121485000,121490000,CATG00000073777.1,29,21.240731,
9959,1,49790000,49795000,121480000,121485000,CATG00000015649.1,18,12.372585,
9959,1,49790000,49795000,121480000,121485000,CATG00000073777.1,18,12.372585,
9961,1,49800000,49805000,121485000,121490000,CATG00000015649.1,25,17.426914,
9961,1,49800000,49805000,121485000,121490000,CATG00000073777.1,25,17.426914,
9963,1,49810000,49815000,121480000,121485000,CATG00000015649.1,20,14.586863,
9963,1,49810000,49815000,121480000,121485000,CATG00000073777.1,20,14.586863,
9964,1,49815000,49820000,121485000,121490000,CATG00000015649.1,22,14.596835,
9964,1,49815000,49820000,121485000,121490000,CATG00000073777.1,22,14.596835,
9967,1,49830000,49835000,121485000,121490000,CATG00000015649.1,27,19.369268,
9967,1,49830000,49835000,121485000,121490000,CATG00000073777.1,27,19.369268,
9972,1,49855000,49860000,121485000,121490000,CATG00000015649.1,20,12.627892,
9972,1,49855000,49860000,121485000,121490000,CATG00000073777.1,20,12.627892,
9978,1,49885000,49890000,121485000,121490000,CATG00000015649.1,22,14.409376,
9978,1,49885000,49890000,121485000,121490000,CATG00000073777.1,22,14.409376,
9979,1,49890000,49895000,121485000,121490000,CATG00000015649.1,20,12.696036,
9979,1,49890000,49895000,121485000,121490000,CATG00000073777.1,20,12.696036,
9980,1,49895000,49900000,121485000,121490000,CATG00000015649.1,28,20.412786,
9980,1,49895000,49900000,121485000,121490000,CATG00000073777.1,28,20.412786,
9982,1,49905000,49910000,121485000,121490000,CATG00000015649.1,23,15.457821,
9982,1,49905000,49910000,121485000,121490000,CATG00000073777.1,23,15.457821,
9983,1,49910000,49915000,121485000,121490000,CATG00000015649.1,21,13.844439,
9983,1,49910000,49915000,121485000,121490000,CATG00000073777.1,21,13.844439,
9987,1,49930000,49935000,121480000,121485000,CATG00000015649.1,27,21.805238,
9987,1,49930000,49935000,121480000,121485000,CATG00000073777.1,27,21.805238,
9989,1,49940000,49945000,121485000,121490000,CATG00000015649.1,20,12.689191,
9989,1,49940000,49945000,121485000,121490000,CATG00000073777.1,20,12.689191,
9990,1,49945000,49950000,121485000,121490000,CATG00000015649.1,20,12.697423,
9990,1,49945000,49950000,121485000,121490000,CATG00000073777.1,20,12.697423,
9992,1,49955000,49960000,121485000,121490000,CATG00000015649.1,22,14.596118,
9992,1,49955000,49960000,121485000,121490000,CATG00000073777.1,22,14.596118,
9995,1,49970000,49975000,121485000,121490000,CATG00000015649.1,23,15.767881,
9995,1,49970000,49975000,121485000,121490000,CATG00000073777.1,23,15.767881,
9997,1,49980000,49985000,121485000,121490000,CATG00000015649.1,28,20.700106,
9997,1,49980000,49985000,121485000,121490000,CATG00000073777.1,28,20.700106,
10000,1,49995000,50000000,121485000,121490000,CATG00000015649.1,22,14.544795,
10000,1,49995000,50000000,121485000,121490000,CATG00000073777.1,22,14.544795,
10003,1,50010000,50015000,121485000,121490000,CATG00000015649.1,20,12.885834,
10003,1,50010000,50015000,121485000,121490000,CATG00000073777.1,20,12.885834,
10004,1,50015000,50020000,121485000,121490000,CATG00000015649.1,22,14.498972,
10004,1,50015000,50020000,121485000,121490000,CATG00000073777.1,22,14.498972,
10006,1,50025000,50030000,121485000,121490000,CATG00000015649.1,24,16.829688,
10006,1,50025000,50030000,121485000,121490000,CATG00000073777.1,24,16.829688,
10009,1,50040000,50045000,121485000,121490000,CATG00000015649.1,22,14.368644,
10009,1,50040000,50045000,121485000,121490000,CATG00000073777.1,22,14.368644,
10013,1,50060000,50065000,121485000,121490000,CATG00000015649.1,28,20.396305,
10013,1,50060000,50065000,121485000,121490000,CATG00000073777.1,28,20.396305,
10015,1,50070000,50075000,121485000,121490000,CATG00000015649.1,26,18.023224,
10015,1,50070000,50075000,121485000,121490000,CATG00000073777.1,26,18.023224,
10018,1,50085000,50090000,121485000,121490000,CATG00000015649.1,26,18.549189,
10018,1,50085000,50090000,121485000,121490000,CATG00000073777.1,26,18.549189,
10020,1,50095000,50100000,121485000,121490000,CATG00000015649.1,25,17.672121,
10020,1,50095000,50100000,121485000,121490000,CATG00000073777.1,25,17.672121,
10023,1,50110000,50115000,121485000,121490000,CATG00000015649.1,26,18.688623,
10023,1,50110000,50115000,121485000,121490000,CATG00000073777.1,26,18.688623,
10024,1,50115000,50120000,121485000,121490000,CATG00000015649.1,24,16.463667,
10024,1,50115000,50120000,121485000,121490000,CATG00000073777.1,24,16.463667,
10026,1,50125000,50130000,121485000,121490000,CATG00000015649.1,28,20.321481,
10026,1,50125000,50130000,121485000,121490000,CATG00000073777.1,28,20.321481,
10027,1,50130000,50135000,121485000,121490000,CATG00000015649.1,20,13.064479,
10027,1,50130000,50135000,121485000,121490000,CATG00000073777.1,20,13.064479,
10036,1,50175000,50180000,121485000,121490000,CATG00000015649.1,22,14.873701,
10036,1,50175000,50180000,121485000,121490000,CATG00000073777.1,22,14.873701,
10038,1,50185000,50190000,121485000,121490000,CATG00000015649.1,26,18.204652,
10038,1,50185000,50190000,121485000,121490000,CATG00000073777.1,26,18.204652,
10039,1,50190000,50195000,121485000,121490000,CATG00000015649.1,23,15.602805,
10039,1,50190000,50195000,121485000,121490000,CATG00000073777.1,23,15.602805,
10044,1,50215000,50220000,121485000,121490000,CATG00000015649.1,25,17.43151,
10044,1,50215000,50220000,121485000,121490000,CATG00000073777.1,25,17.43151,
10045,1,50220000,50225000,121485000,121490000,CATG00000015649.1,22,14.535566,
10045,1,50220000,50225000,121485000,121490000,CATG00000073777.1,22,14.535566,
10047,1,50230000,50235000,121485000,121490000,CATG00000015649.1,22,14.542518,
10047,1,50230000,50235000,121485000,121490000,CATG00000073777.1,22,14.542518,
10048,1,50235000,50240000,121485000,121490000,CATG00000015649.1,23,15.32471,
10048,1,50235000,50240000,121485000,121490000,CATG00000073777.1,23,15.32471,
10056,1,50275000,50280000,121485000,121490000,CATG00000015649.1,33,25.229713,
10056,1,50275000,50280000,121485000,121490000,CATG00000073777.1,33,25.229713,
10059,1,50290000,50295000,121485000,121490000,CATG00000015649.1,20,12.677192,
10059,1,50290000,50295000,121485000,121490000,CATG00000073777.1,20,12.677192,
10062,1,50305000,50310000,121485000,121490000,CATG00000015649.1,22,14.391747,
10062,1,50305000,50310000,121485000,121490000,CATG00000073777.1,22,14.391747,
10063,1,50310000,50315000,121485000,121490000,CATG00000015649.1,24,16.285659,
10063,1,50310000,50315000,121485000,121490000,CATG00000073777.1,24,16.285659,
10066,1,50325000,50330000,121485000,121490000,CATG00000015649.1,20,12.729286,
10066,1,50325000,50330000,121485000,121490000,CATG00000073777.1,20,12.729286,
10071,1,50350000,50355000,121485000,121490000,CATG00000015649.1,19,12.095749,
10071,1,50350000,50355000,121485000,121490000,CATG00000073777.1,19,12.095749,
